0,Arctic/Longyearbyen
1,Europe/Oslo
2,Europe/Stockholm
3,Europe/Helsinki
4,Asia/Singapore
5,Europe/Mariehamn
6,Europe/London
7,Antarctica/Rothera
8,Europe/Isle_of_Man
9,Europe/Guernsey
10,Europe/Jersey
11,Europe/Dublin
12,Atlantic/Reykjavik
13,America/Thule
14,America/Godthab
15,America/Danmarkshavn
16,America/Scoresbysund
17,Atlantic/Faroe
18,Europe/Copenhagen
19,Europe/Amsterdam
20,Europe/Brussels
21,Europe/Luxembourg
22,Europe/Berlin
23,Europe/Zurich
24,Europe/Vaduz
25,Europe/Paris
26,Atlantic/Madeira
27,Europe/Madrid
28,Europe/Gibraltar
29,Atlantic/Azores
30,Europe/Lisbon
31,Atlantic/Cape_Verde
32,Europe/Vienna
33,Europe/Prague
34,Pacific/Enderbury
35,Europe/Bratislava
36,Europe/Warsaw
37,Europe/Budapest
38,Europe/Ljubljana
39,Europe/Belgrade
40,Europe/Zagreb
41,Europe/Sarajevo
42,Europe/Podgorica
43,Europe/Skopje
44,Europe/Tirane
45,Europe/Bucharest
46,Europe/Sofia
47,Europe/Rome
48,Europe/Malta
49,Europe/Athens
50,Europe/Istanbul
51,Asia/Famagusta
52,Asia/Nicosia
53,Europe/Moscow
54,Asia/Krasnoyarsk
55,Asia/Yekaterinburg
56,Asia/Vladivostok
57,Asia/Yakutsk
58,Asia/Srednekolymsk
59,Asia/Anadyr
60,Asia/Tomsk
61,Asia/Khandyga
62,Asia/Magadan
63,Asia/Irkutsk
64,Asia/Kamchatka
65,Europe/Tallinn
66,Europe/Minsk
67,Europe/Riga
68,Europe/Vilnius
69,Africa/Bujumbura
70,Europe/Kaliningrad
71,Europe/Kirov
72,Europe/Ulyanovsk
73,Europe/Samara
74,Asia/Omsk
75,Asia/Almaty
76,Asia/Qostanay
77,Asia/Novosibirsk
78,Asia/Novokuznetsk
79,Asia/Barnaul
80,Asia/Chita
81,Asia/Shanghai
82,Asia/Sakhalin
83,Asia/Ust-Nera
84,Europe/Kiev
85,Europe/Uzhgorod
86,Europe/Chisinau
87,Europe/Simferopol
88,Europe/Saratov
89,Europe/Volgograd
90,Asia/Oral
91,Europe/Astrakhan
92,Europe/Zaporozhye
93,Asia/Atyrau
94,Asia/Aqtobe
95,Asia/Yerevan
96,Asia/Qyzylorda
97,Asia/Aqtau
98,Asia/Bishkek
99,Asia/Tbilisi
100,Asia/Baku
101,Asia/Samarkand
102,Asia/Ashgabat
103,Asia/Dushanbe
104,Asia/Tashkent
105,Asia/Damascus
106,Asia/Beirut
107,Asia/Jerusalem
108,Asia/Hebron
109,Asia/Amman
110,Asia/Riyadh
111,Asia/Bahrain
112,Asia/Qatar
113,Asia/Dubai
114,Asia/Kuwait
115,Asia/Muscat
116,Asia/Aden
117,Asia/Baghdad
118,Asia/Tehran
119,Asia/Kabul
120,Asia/Karachi
121,Asia/Dhaka
122,Asia/Kolkata
123,Asia/Colombo
124,Indian/Maldives
125,Asia/Ulaanbaatar
126,Asia/Hovd
127,Asia/Choibalsan
128,Asia/Hong_Kong
129,Asia/Macau
130,Asia/Taipei
131,Asia/Pyongyang
132,Asia/Seoul
133,Asia/Tokyo
134,Asia/Yangon
135,Asia/Bangkok
136,Asia/Phnom_Penh
137,Asia/Kuala_Lumpur
138,Asia/Ho_Chi_Minh
139,Asia/Vientiane
140,America/Santiago
141,Atlantic/Canary
142,Africa/El_Aaiun
143,Africa/Casablanca
144,Australia/Brisbane
145,Africa/Ceuta
146,Africa/Algiers
147,Africa/Tunis
148,Africa/Niamey
149,Africa/Blantyre
150,Africa/Bamako
151,Africa/Nouakchott
152,Africa/Dakar
153,Africa/Banjul
154,Africa/Conakry
155,Atlantic/St_Helena
156,Indian/Mauritius
157,Indian/Reunion
158,Africa/Tripoli
159,Africa/Cairo
160,Africa/Khartoum
161,Africa/Juba
162,Africa/Djibouti
163,Africa/Nairobi
164,Africa/Addis_Ababa
165,Africa/Kampala
166,Africa/Dar_es_Salaam
167,Indian/Mahe
168,Africa/Kinshasa
169,Africa/Brazzaville
170,Africa/Libreville
171,Africa/Bangui
172,Africa/Ndjamena
173,Africa/Douala
174,Africa/Porto-Novo
175,Africa/Lome
176,Africa/Accra
177,Africa/Ouagadougou
178,Africa/Abidjan
179,Africa/Monrovia
180,Africa/Luanda
181,Indian/Mayotte
182,Indian/Antananarivo
183,Africa/Maputo
184,Africa/Lusaka
185,Africa/Harare
186,Africa/Windhoek
187,Africa/Gaborone
188,Africa/Johannesburg
189,Africa/Mbabane
190,America/Denver
191,America/Adak
192,America/Los_Angeles
193,America/Chicago
194,America/New_York
195,America/Phoenix
196,America/Anchorage
197,America/Nome
198,Pacific/Palau
199,America/Yakutat
200,America/Juneau
201,America/Sitka
202,America/Metlakatla
203,America/Edmonton
204,America/Dawson_Creek
205,America/Goose_Bay
206,America/Yellowknife
207,America/Whitehorse
208,America/Toronto
209,America/Regina
210,America/Winnipeg
211,America/Iqaluit
212,America/Rankin_Inlet
213,America/Pangnirtung
214,America/Vancouver
215,Indian/Comoro
216,America/St_Johns
217,America/Halifax
218,America/Cambridge_Bay
219,America/Moncton
220,America/Glace_Bay
221,America/Thunder_Bay
222,America/Miquelon
223,America/Blanc-Sablon
224,America/Atikokan
225,America/Resolute
226,America/Fort_Nelson
227,America/Inuvik
228,America/Detroit
229,America/Indiana/Indianapolis
230,America/Boise
231,America/Kentucky/Louisville
232,America/Indiana/Vincennes
233,America/Menominee
234,America/Panama
235,Atlantic/Bermuda
236,Pacific/Saipan
237,Pacific/Efate
238,America/Tijuana
239,America/Hermosillo
240,America/Ojinaga
241,America/Mexico_City
242,America/Chihuahua
243,America/Matamoros
244,America/Mazatlan
245,America/Monterrey
246,America/Cancun
247,America/Merida
248,America/Nassau
249,America/Havana
250,America/Cayman
251,America/Jamaica
252,America/Port-au-Prince
253,America/Santo_Domingo
254,America/Puerto_Rico
255,America/St_Thomas
256,America/Belize
257,America/Guatemala
258,America/El_Salvador
259,America/Tegucigalpa
260,America/Managua
261,America/Costa_Rica
262,America/St_Kitts
263,America/Antigua
264,America/Lower_Princes
265,America/Guadeloupe
266,America/Dominica
267,America/Martinique
268,America/St_Lucia
269,America/St_Vincent
270,America/Barbados
271,America/Grenada
272,America/Port_of_Spain
273,America/Aruba
274,America/Curacao
275,America/Kralendijk
276,America/Bogota
277,America/Caracas
278,America/Guyana
279,America/Paramaribo
280,America/Cayenne
281,America/Boa_Vista
282,America/Belem
283,America/Manaus
284,America/Santarem
285,America/Fortaleza
286,America/Noronha
287,America/Sao_Paulo
288,America/Rio_Branco
289,America/Porto_Velho
290,America/Recife
291,America/Maceio
292,America/Bahia
293,America/Cuiaba
294,America/Campo_Grande
295,Pacific/Galapagos
296,America/Guayaquil
297,America/Lima
298,America/La_Paz
299,Pacific/Easter
300,America/Punta_Arenas
301,America/Asuncion
302,America/Montevideo
303,America/Argentina/Jujuy
304,America/Argentina/Salta
305,America/Argentina/Cordoba
306,America/Argentina/Tucuman
307,America/Argentina/La_Rioja
308,America/Argentina/Catamarca
309,America/Argentina/San_Juan
310,America/Argentina/Mendoza
311,America/Argentina/San_Luis
312,America/Argentina/Buenos_Aires
313,America/Argentina/Rio_Gallegos
314,America/Argentina/Ushuaia
315,Atlantic/Stanley
316,Atlantic/South_Georgia
317,Etc/UTC
318,Antarctica/Syowa
319,Antarctica/Mawson
320,Antarctica/Davis
321,Antarctica/Casey
322,Pacific/Midway
323,Pacific/Honolulu
324,Pacific/Guam
325,Pacific/Wake
326,Pacific/Majuro
327,Pacific/Chuuk
328,Pacific/Pohnpei
329,Pacific/Kwajalein
330,Pacific/Kiritimati
331,Pacific/Guadalcanal
332,Pacific/Noumea
333,Pacific/Tarawa
334,Pacific/Funafuti
335,Pacific/Fiji
336,Pacific/Wallis
337,Pacific/Apia
338,Pacific/Tongatapu
339,Pacific/Rarotonga
340,Pacific/Niue
341,Pacific/Marquesas
342,Pacific/Tahiti
343,Pacific/Gambier
344,Pacific/Port_Moresby
345,Pacific/Auckland
346,Pacific/Chatham
347,Australia/Darwin
348,Australia/Perth
349,Australia/Adelaide
350,Australia/Sydney
351,Australia/Melbourne
352,Australia/Currie
353,Australia/Hobart
354,Australia/Lord_Howe
355,Pacific/Norfolk
356,Antarctica/Macquarie
357,Asia/Kuching
358,Asia/Jakarta
359,Asia/Brunei
360,Asia/Pontianak
361,Asia/Makassar
362,Indian/Christmas
363,Indian/Cocos
364,Asia/Jayapura
365,Asia/Manila
